1737-80,0,,(2) C,WIN,
ECON,(C.I.,20,),IT =,
,,,,,
ALT,ISA,WEIGHT,MACH,FF/ENG,TAS
M,DEG C,KG,,KG/HR D,KTS
,,,,,
600,-10,55000,0.432,1253.3,279
600,-10,55500,0.434,1260.5,280
600,-10,56000,0.435,1267.8,281
600,-10,56500,0.436,1275.1,281
600,-10,57000,0.437,1282.4,282
600,-10,57500,0.439,1289.8,283
600,-10,58000,0.44,1297.2,284
600,-10,58500,0.441,1304.6,285
600,-10,59000,0.443,1312.1,286
600,-10,59500,0.444,1319.6,286
600,-10,60000,0.445,1327.1,287
600,-10,60500,0.447,1334.7,288
600,-10,61000,0.448,1342.2,289
600,-10,61500,0.449,1349.9,290
600,-10,62000,0.45,1357.5,291
600,-10,62500,0.452,1365.2,292
600,-10,63000,0.453,1372.9,292
600,-10,63500,0.454,1380.6,293
600,-10,64000,0.456,1388.4,294
600,-10,64500,0.457,1396.2,295
600,-10,65000,0.458,1404,296
600,-10,65500,0.46,1411.8,297
600,-10,66000,0.461,1419.6,297
600,-10,66500,0.462,1427.5,298
600,-10,67000,0.463,1435.4,299
600,-10,67500,0.465,1443.3,300
600,-10,68000,0.466,1450.8,301
600,-10,68500,0.467,1458.3,301
600,-10,69000,0.468,1465.8,302
600,-10,69500,0.47,1473.3,303
600,-10,70000,0.471,1480.8,304
600,-10,70500,0.472,1488.4,305
600,-10,71000,0.473,1495.9,305
600,-10,71500,0.474,1503.5,306
600,-10,72000,0.475,1511.1,307
600,-10,72500,0.477,1518.6,308
600,-10,73000,0.478,1526.2,308
600,-10,73500,0.479,1533.8,309
600,-10,74000,0.48,1541.4,310
600,-10,74500,0.481,1549.1,311
600,-10,75000,0.483,1556.7,311
600,0,55000,0.431,1280.6,283
600,0,55500,0.432,1288,284
600,0,56000,0.434,1295.5,285
600,0,56500,0.435,1303,286
600,0,57000,0.436,1310.5,287
600,0,57500,0.437,1318.1,287
600,0,58000,0.439,1325.7,288
600,0,58500,0.44,1333.3,289
600,0,59000,0.441,1341,290
600,0,59500,0.443,1348.7,291
600,0,60000,0.444,1356.4,292
600,0,60500,0.445,1364.2,293
600,0,61000,0.447,1372,293
600,0,61500,0.448,1379.8,294
600,0,62000,0.449,1387.7,295
600,0,62500,0.451,1395.6,296
600,0,63000,0.452,1403.5,297
600,0,63500,0.453,1411.4,298
600,0,64000,0.454,1419.4,299
600,0,64500,0.456,1427.4,299
600,0,65000,0.457,1435.4,300
600,0,65500,0.458,1443.4,301
600,0,66000,0.46,1451.5,302
600,0,66500,0.461,1459.6,303
600,0,67000,0.462,1467.7,304
600,0,67500,0.464,1475.8,305
600,0,68000,0.465,1483.6,305
600,0,68500,0.466,1491.3,306
600,0,69000,0.467,1499,307
600,0,69500,0.468,1506.7,308
600,0,70000,0.47,1514.4,309
600,0,70500,0.471,1522.2,309
600,0,71000,0.472,1529.9,310
600,0,71500,0.473,1537.7,311
600,0,72000,0.474,1545.5,312
600,0,72500,0.476,1553.3,312
600,0,73000,0.477,1561.1,313
600,0,73500,0.478,1568.9,314
600,0,74000,0.479,1576.7,315
600,0,74500,0.48,1584.6,316
600,0,75000,0.482,1592.4,316
600,10,55000,0.43,1307.5,287
600,10,55500,0.431,1315.2,288
600,10,56000,0.432,1322.8,289
600,10,56500,0.434,1330.5,290
600,10,57000,0.435,1338.3,291
600,10,57500,0.436,1346,292
600,10,58000,0.438,1353.8,293
600,10,58500,0.439,1361.7,293
600,10,59000,0.44,1369.5,294
600,10,59500,0.442,1377.4,295
600,10,60000,0.443,1385.4,296
600,10,60500,0.444,1393.3,297
600,10,61000,0.445,1401.3,298
600,10,61500,0.447,1409.4,299
600,10,62000,0.448,1417.4,300
600,10,62500,0.449,1425.5,300
600,10,63000,0.451,1433.7,301
600,10,63500,0.452,1441.8,302
600,10,64000,0.453,1450,303
600,10,64500,0.455,1458.2,304
600,10,65000,0.456,1466.4,305
600,10,65500,0.457,1474.7,306
600,10,66000,0.459,1483,307
600,10,66500,0.46,1491.3,307
600,10,67000,0.461,1499.6,308
600,10,67500,0.463,1507.9,309
600,10,68000,0.464,1515.9,310
600,10,68500,0.465,1523.8,311
600,10,69000,0.466,1531.7,312
600,10,69500,0.467,1539.7,312
600,10,70000,0.469,1547.6,313
600,10,70500,0.47,1555.6,314
600,10,71000,0.471,1563.5,315
600,10,71500,0.472,1571.5,316
600,10,72000,0.473,1579.5,316
600,10,72500,0.475,1587.5,317
600,10,73000,0.476,1595.5,318
600,10,73500,0.477,1603.5,319
600,10,74000,0.478,1611.6,320
600,10,74500,0.479,1619.6,320
600,10,75000,0.48,1627.7,321
600,15,55000,0.429,1320.9,289
600,15,55500,0.43,1328.6,290
600,15,56000,0.432,1336.4,291
600,15,56500,0.433,1344.2,292
600,15,57000,0.434,1352,293
600,15,57500,0.436,1359.9,294
600,15,58000,0.437,1367.8,295
600,15,58500,0.438,1375.7,295
600,15,59000,0.44,1383.7,296
600,15,59500,0.441,1391.7,297
600,15,60000,0.442,1399.7,298
600,15,60500,0.444,1407.8,299
600,15,61000,0.445,1415.9,300
600,15,61500,0.446,1424,301
600,15,62000,0.448,1432.2,302
600,15,62500,0.449,1440.4,303
600,15,63000,0.45,1448.6,303
600,15,63500,0.451,1456.9,304
600,15,64000,0.453,1465.2,305
600,15,64500,0.454,1473.5,306
600,15,65000,0.455,1481.8,307
600,15,65500,0.457,1490.2,308
600,15,66000,0.458,1498.6,309
600,15,66500,0.459,1507,310
600,15,67000,0.461,1515.4,311
600,15,67500,0.462,1523.9,311
600,15,68000,0.463,1531.9,312
600,15,68500,0.464,1539.9,313
600,15,69000,0.466,1547.9,314
600,15,69500,0.467,1556,315
600,15,70000,0.468,1564,315
600,15,70500,0.469,1572.1,316
600,15,71000,0.47,1580.2,317
600,15,71500,0.472,1588.3,318
600,15,72000,0.473,1596.4,319
600,15,72500,0.474,1604.5,320
600,15,73000,0.475,1612.6,320
600,15,73500,0.476,1620.7,321
600,15,74000,0.478,1628.9,322
600,15,74500,0.479,1637,323
600,15,75000,0.48,1645.2,324
600,20,55000,0.429,1334.1,291
600,20,55500,0.43,1342,292
600,20,56000,0.431,1349.8,293
600,20,56500,0.433,1357.7,294
600,20,57000,0.434,1365.7,295
600,20,57500,0.435,1373.6,296
600,20,58000,0.436,1381.6,297
600,20,58500,0.438,1389.7,298
600,20,59000,0.439,1397.7,298
600,20,59500,0.44,1405.8,299
600,20,60000,0.442,1414,300
600,20,60500,0.443,1422.2,301
600,20,61000,0.444,1430.4,302
600,20,61500,0.446,1438.6,303
600,20,62000,0.447,1446.9,304
600,20,62500,0.448,1455.2,305
600,20,63000,0.45,1463.5,306
600,20,63500,0.451,1471.9,307
600,20,64000,0.452,1480.3,307
600,20,64500,0.454,1488.7,308
600,20,65000,0.455,1497.1,309
600,20,65500,0.456,1505.6,310
600,20,66000,0.458,1514.1,311
600,20,66500,0.459,1522.6,312
600,20,67000,0.46,1531.1,313
600,20,67500,0.461,1539.7,314
600,20,68000,0.463,1547.8,315
600,20,68500,0.464,1556,315
600,20,69000,0.465,1564.1,316
600,20,69500,0.466,1572.2,317
600,20,70000,0.468,1580.4,318
600,20,70500,0.469,1588.5,319
600,20,71000,0.47,1596.7,319
600,20,71500,0.471,1604.9,320
600,20,72000,0.472,1613.1,321
600,20,72500,0.474,1621.3,322
600,20,73000,0.475,1629.5,323
600,20,73500,0.476,1637.8,323
600,20,74000,0.477,1646,324
600,20,74500,0.478,1654.3,325
600,20,75000,0.48,1662.5,326
900,-10,55000,0.44,1244.1,283
900,-10,55500,0.441,1251.5,284
900,-10,56000,0.443,1258.9,285
900,-10,56500,0.444,1266.3,285
900,-10,57000,0.445,1273.8,286
900,-10,57500,0.447,1281.3,287
900,-10,58000,0.448,1288.8,288
900,-10,58500,0.449,1296.3,289
900,-10,59000,0.451,1303.9,290
900,-10,59500,0.452,1311.5,291
900,-10,60000,0.453,1319.1,291
900,-10,60500,0.455,1326.8,292
900,-10,61000,0.456,1334.5,293
900,-10,61500,0.457,1342.2,294
900,-10,62000,0.459,1349.9,295
900,-10,62500,0.46,1357.6,296
900,-10,63000,0.461,1365.4,297
900,-10,63500,0.463,1373.2,298
900,-10,64000,0.464,1381,298
900,-10,64500,0.465,1388.8,299
900,-10,65000,0.467,1396.6,300
900,-10,65500,0.468,1404.2,301
900,-10,66000,0.469,1411.6,302
900,-10,66500,0.47,1419,302
900,-10,67000,0.472,1426.4,303
900,-10,67500,0.473,1433.9,304
900,-10,68000,0.474,1441.3,305
900,-10,68500,0.475,1448.8,306
900,-10,69000,0.476,1456.3,306
900,-10,69500,0.478,1463.8,307
900,-10,70000,0.479,1471.3,308
900,-10,70500,0.48,1478.8,309
900,-10,71000,0.481,1486.3,310
900,-10,71500,0.483,1493.9,310
900,-10,72000,0.484,1501.4,311
900,-10,72500,0.485,1509,312
900,-10,73000,0.486,1516.6,313
900,-10,73500,0.487,1524.2,313
900,-10,74000,0.489,1531.9,314
900,-10,74500,0.49,1539.5,315
900,-10,75000,0.491,1547.2,316
900,0,55000,0.439,1271.4,287
900,0,55500,0.44,1279,288
900,0,56000,0.441,1286.6,289
900,0,56500,0.443,1294.2,290
900,0,57000,0.444,1301.9,291
900,0,57500,0.445,1309.6,292
900,0,58000,0.447,1317.3,292
900,0,58500,0.448,1325,293
900,0,59000,0.449,1332.8,294
900,0,59500,0.451,1340.6,295
900,0,60000,0.452,1348.5,296
900,0,60500,0.453,1356.4,297
900,0,61000,0.455,1364.2,298
900,0,61500,0.456,1372.2,299
900,0,62000,0.457,1380.1,299
900,0,62500,0.459,1388.1,300
900,0,63000,0.46,1396,301
900,0,63500,0.461,1404,302
900,0,64000,0.463,1412.1,303
900,0,64500,0.464,1420.1,304
900,0,65000,0.465,1428.1,305
900,0,65500,0.467,1435.9,306
900,0,66000,0.468,1443.5,306
900,0,66500,0.469,1451.1,307
900,0,67000,0.47,1458.8,308
900,0,67500,0.472,1466.4,309
900,0,68000,0.473,1474.1,310
900,0,68500,0.474,1481.8,310
900,0,69000,0.475,1489.5,311
900,0,69500,0.477,1497.2,312
900,0,70000,0.478,1504.9,313
900,0,70500,0.479,1512.6,314
900,0,71000,0.48,1520.4,314
900,0,71500,0.481,1528.1,315
900,0,72000,0.483,1535.9,316
900,0,72500,0.484,1543.7,317
900,0,73000,0.485,1551.5,318
900,0,73500,0.486,1559.4,318
900,0,74000,0.488,1567.2,319
900,0,74500,0.489,1575.1,320
900,0,75000,0.49,1583,321
900,10,55000,0.437,1298.3,291
900,10,55500,0.439,1306.1,292
900,10,56000,0.44,1313.9,293
900,10,56500,0.441,1321.7,294
900,10,57000,0.443,1329.6,295
900,10,57500,0.444,1337.5,296
900,10,58000,0.445,1345.4,297
900,10,58500,0.447,1353.4,298
900,10,59000,0.448,1361.4,299
900,10,59500,0.45,1369.4,299
900,10,60000,0.451,1377.5,300
900,10,60500,0.452,1385.5,301
900,10,61000,0.454,1393.6,302
900,10,61500,0.455,1401.8,303
900,10,62000,0.456,1409.9,304
900,10,62500,0.458,1418.1,305
900,10,63000,0.459,1426.3,306
900,10,63500,0.46,1434.5,307
900,10,64000,0.462,1442.7,308
900,10,64500,0.463,1451,308
900,10,65000,0.464,1459.2,309
900,10,65500,0.466,1467.2,310
900,10,66000,0.467,1475,311
900,10,66500,0.468,1482.8,312
900,10,67000,0.469,1490.7,313
900,10,67500,0.471,1498.6,313
900,10,68000,0.472,1506.4,314
900,10,68500,0.473,1514.3,315
900,10,69000,0.474,1522.2,316
900,10,69500,0.475,1530.2,317
900,10,70000,0.477,1538.1,318
900,10,70500,0.478,1546.1,318
900,10,71000,0.479,1554,319
900,10,71500,0.48,1562,320
900,10,72000,0.482,1570,321
900,10,72500,0.483,1578,322
900,10,73000,0.484,1586,323
900,10,73500,0.485,1594.1,323
900,10,74000,0.487,1602.2,324
900,10,74500,0.488,1610.2,325
900,10,75000,0.489,1618.4,326
900,15,55000,0.437,1311.7,293
900,15,55500,0.438,1319.5,294
900,15,56000,0.439,1327.4,295
900,15,56500,0.441,1335.4,296
900,15,57000,0.442,1343.3,297
900,15,57500,0.444,1351.3,298
900,15,58000,0.445,1359.4,299
900,15,58500,0.446,1367.4,300
900,15,59000,0.448,1375.5,301
900,15,59500,0.449,1383.6,302
900,15,60000,0.45,1391.8,303
900,15,60500,0.452,1400,303
900,15,61000,0.453,1408.2,304
900,15,61500,0.454,1416.4,305
900,15,62000,0.456,1424.7,306
900,15,62500,0.457,1432.9,307
900,15,63000,0.458,1441.3,308
900,15,63500,0.46,1449.6,309
900,15,64000,0.461,1457.9,310
900,15,64500,0.462,1466.3,311
900,15,65000,0.464,1474.6,312
900,15,65500,0.465,1482.7,312
900,15,66000,0.466,1490.6,313
900,15,66500,0.468,1498.6,314
900,15,67000,0.469,1506.5,315
900,15,67500,0.47,1514.5,316
900,15,68000,0.471,1522.5,317
900,15,68500,0.472,1530.5,317
900,15,69000,0.474,1538.5,318
900,15,69500,0.475,1546.5,319
900,15,70000,0.476,1554.6,320
900,15,70500,0.477,1562.6,321
900,15,71000,0.479,1570.7,322
900,15,71500,0.48,1578.8,322
900,15,72000,0.481,1586.9,323
900,15,72500,0.482,1595,324
900,15,73000,0.484,1603.1,325
900,15,73500,0.485,1611.3,326
900,15,74000,0.486,1619.5,327
900,15,74500,0.487,1627.7,327
900,15,75000,0.489,1635.9,328
900,20,55000,0.436,1324.9,296
900,20,55500,0.438,1332.9,296
900,20,56000,0.439,1340.9,297
900,20,56500,0.44,1348.9,298
900,20,57000,0.442,1357,299
900,20,57500,0.443,1365.1,300
900,20,58000,0.444,1373.2,301
900,20,58500,0.446,1381.4,302
900,20,59000,0.447,1389.6,303
900,20,59500,0.448,1397.8,304
900,20,60000,0.45,1406.1,305
900,20,60500,0.451,1414.3,306
900,20,61000,0.452,1422.7,307
900,20,61500,0.454,1431,307
900,20,62000,0.455,1439.3,308
900,20,62500,0.457,1447.7,309
900,20,63000,0.458,1456.1,310
900,20,63500,0.459,1464.6,311
900,20,64000,0.461,1473,312
900,20,64500,0.462,1481.5,313
900,20,65000,0.463,1489.9,314
900,20,65500,0.465,1498.1,315
900,20,66000,0.466,1506.1,316
900,20,66500,0.467,1514.2,316
900,20,67000,0.468,1522.2,317
900,20,67500,0.47,1530.3,318
900,20,68000,0.471,1538.4,319
900,20,68500,0.472,1546.5,320
900,20,69000,0.473,1554.6,321
900,20,69500,0.474,1562.8,321
900,20,70000,0.476,1570.9,322
900,20,70500,0.477,1579.1,323
900,20,71000,0.478,1587.2,324
900,20,71500,0.479,1595.4,325
900,20,72000,0.481,1603.6,326
900,20,72500,0.482,1611.9,326
900,20,73000,0.483,1620.1,327
900,20,73500,0.484,1628.4,328
900,20,74000,0.486,1636.7,329
900,20,74500,0.487,1645,330
900,20,75000,0.488,1653.3,331
1200,-10,55000,0.448,1236.6,287
1200,-10,55500,0.449,1244,288
1200,-10,56000,0.451,1251.5,289
1200,-10,56500,0.452,1259.1,290
1200,-10,57000,0.453,1266.6,290
1200,-10,57500,0.455,1274.2,291
1200,-10,58000,0.456,1281.8,292
1200,-10,58500,0.458,1289.4,293
1200,-10,59000,0.459,1297.1,294
1200,-10,59500,0.46,1304.8,295
1200,-10,60000,0.462,1312.4,296
1200,-10,60500,0.463,1320.1,297
1200,-10,61000,0.464,1327.9,298
1200,-10,61500,0.466,1335.6,298
1200,-10,62000,0.467,1343.3,299
1200,-10,62500,0.469,1351.1,300
1200,-10,63000,0.47,1358.7,301
1200,-10,63500,0.471,1366,302
1200,-10,64000,0.472,1373.4,303
1200,-10,64500,0.474,1380.7,303
1200,-10,65000,0.475,1388.1,304
1200,-10,65500,0.476,1395.5,305
1200,-10,66000,0.477,1402.9,306
1200,-10,66500,0.479,1410.3,307
1200,-10,67000,0.48,1417.7,307
1200,-10,67500,0.481,1425.1,308
1200,-10,68000,0.482,1432.6,309
1200,-10,68500,0.484,1440,310
1200,-10,69000,0.485,1447.5,311
1200,-10,69500,0.486,1455,312
1200,-10,70000,0.487,1462.5,312
1200,-10,70500,0.489,1470.1,313
1200,-10,71000,0.49,1477.6,314
1200,-10,71500,0.491,1485.2,315
1200,-10,72000,0.492,1492.8,316
1200,-10,72500,0.494,1500.5,316
1200,-10,73000,0.495,1508.1,317
1200,-10,73500,0.496,1515.8,318
1200,-10,74000,0.498,1523.5,319
1200,-10,74500,0.499,1531.3,320
1200,-10,75000,0.5,1539.1,320
1200,0,55000,0.447,1263.8,291
1200,0,55500,0.448,1271.5,292
1200,0,56000,0.449,1279.2,293
1200,0,56500,0.451,1287,294
1200,0,57000,0.452,1294.7,295
1200,0,57500,0.453,1302.5,296
1200,0,58000,0.455,1310.4,297
1200,0,58500,0.456,1318.2,298
1200,0,59000,0.458,1326.1,299
1200,0,59500,0.459,1333.9,299
1200,0,60000,0.46,1341.8,300
1200,0,60500,0.462,1349.7,301
1200,0,61000,0.463,1357.7,302
1200,0,61500,0.465,1365.6,303
1200,0,62000,0.466,1373.6,304
1200,0,62500,0.467,1381.6,305
1200,0,63000,0.469,1389.4,306
1200,0,63500,0.47,1396.9,307
1200,0,64000,0.471,1404.5,307
1200,0,64500,0.472,1412,308
1200,0,65000,0.474,1419.6,309
1200,0,65500,0.475,1427.2,310
1200,0,66000,0.476,1434.8,311
1200,0,66500,0.477,1442.4,312
1200,0,67000,0.479,1450.1,312
1200,0,67500,0.48,1457.7,313
1200,0,68000,0.481,1465.4,314
1200,0,68500,0.482,1473,315
1200,0,69000,0.484,1480.8,316
1200,0,69500,0.485,1488.5,316
1200,0,70000,0.486,1496.2,317
1200,0,70500,0.488,1504,318
1200,0,71000,0.489,1511.8,319
1200,0,71500,0.49,1519.6,320
1200,0,72000,0.491,1527.4,321
1200,0,72500,0.493,1535.3,321
1200,0,73000,0.494,1543.2,322
1200,0,73500,0.495,1551.1,323
1200,0,74000,0.496,1559.1,324
1200,0,74500,0.498,1567.1,325
1200,0,75000,0.499,1575.1,326
1200,10,55000,0.445,1290.8,296
1200,10,55500,0.447,1298.7,297
1200,10,56000,0.448,1306.6,297
1200,10,56500,0.449,1314.5,298
1200,10,57000,0.451,1322.5,299
1200,10,57500,0.452,1330.5,300
1200,10,58000,0.454,1338.5,301
1200,10,58500,0.455,1346.6,302
1200,10,59000,0.456,1354.6,303
1200,10,59500,0.458,1362.7,304
1200,10,60000,0.459,1370.8,305
1200,10,60500,0.461,1379,306
1200,10,61000,0.462,1387.1,307
1200,10,61500,0.463,1395.3,308
1200,10,62000,0.465,1403.4,309
1200,10,62500,0.466,1411.6,309
1200,10,63000,0.467,1419.7,310
1200,10,63500,0.469,1427.4,311
1200,10,64000,0.47,1435.2,312
1200,10,64500,0.471,1442.9,313
1200,10,65000,0.473,1450.7,314
1200,10,65500,0.474,1458.5,315
1200,10,66000,0.475,1466.3,315
1200,10,66500,0.476,1474.2,316
1200,10,67000,0.478,1482,317
1200,10,67500,0.479,1489.9,318
1200,10,68000,0.48,1497.8,319
1200,10,68500,0.481,1505.7,320
1200,10,69000,0.483,1513.6,320
1200,10,69500,0.484,1521.5,321
1200,10,70000,0.485,1529.5,322
1200,10,70500,0.486,1537.5,323
1200,10,71000,0.488,1545.5,324
1200,10,71500,0.489,1553.5,325
1200,10,72000,0.49,1561.6,326
1200,10,72500,0.492,1569.7,326
1200,10,73000,0.493,1577.8,327
1200,10,73500,0.494,1586,328
1200,10,74000,0.495,1594.2,329
1200,10,74500,0.497,1602.4,330
1200,10,75000,0.498,1610.6,331
1200,15,55000,0.445,1304.1,298
1200,15,55500,0.446,1312.1,299
1200,15,56000,0.447,1320.1,300
1200,15,56500,0.449,1328.2,301
1200,15,57000,0.45,1336.2,301
1200,15,57500,0.452,1344.3,302
1200,15,58000,0.453,1352.5,303
1200,15,58500,0.454,1360.6,304
1200,15,59000,0.456,1368.8,305
1200,15,59500,0.457,1377,306
1200,15,60000,0.459,1385.2,307
1200,15,60500,0.46,1393.4,308
1200,15,61000,0.461,1401.7,309
1200,15,61500,0.463,1410,310
1200,15,62000,0.464,1418.2,311
1200,15,62500,0.466,1426.5,312
1200,15,63000,0.467,1434.7,313
1200,15,63500,0.468,1442.5,314
1200,15,64000,0.469,1450.4,314
1200,15,64500,0.471,1458.3,315
1200,15,65000,0.472,1466.2,316
1200,15,65500,0.473,1474.1,317
1200,15,66000,0.474,1482,318
1200,15,66500,0.476,1489.9,319
1200,15,67000,0.477,1497.9,319
1200,15,67500,0.478,1505.8,320
1200,15,68000,0.48,1513.8,321
1200,15,68500,0.481,1521.8,322
1200,15,69000,0.482,1529.9,323
1200,15,69500,0.483,1537.9,324
1200,15,70000,0.485,1546,325
1200,15,70500,0.486,1554.1,325
1200,15,71000,0.487,1562.2,326
1200,15,71500,0.488,1570.4,327
1200,15,72000,0.49,1578.5,328
1200,15,72500,0.491,1586.7,329
1200,15,73000,0.492,1595,330
1200,15,73500,0.494,1603.2,331
1200,15,74000,0.495,1611.5,331
1200,15,74500,0.496,1619.9,332
1200,15,75000,0.497,1628.3,333
1200,20,55000,0.444,1317.4,300
1200,20,55500,0.445,1325.4,301
1200,20,56000,0.447,1333.6,302
1200,20,56500,0.448,1341.7,303
1200,20,57000,0.45,1349.9,304
1200,20,57500,0.451,1358.1,305
1200,20,58000,0.452,1366.3,306
1200,20,58500,0.454,1374.6,306
1200,20,59000,0.455,1382.9,307
1200,20,59500,0.457,1391.2,308
1200,20,60000,0.458,1399.5,309
1200,20,60500,0.459,1407.8,310
1200,20,61000,0.461,1416.2,311
1200,20,61500,0.462,1424.6,312
1200,20,62000,0.464,1432.9,313
1200,20,62500,0.465,1441.3,314
1200,20,63000,0.466,1449.6,315
1200,20,63500,0.468,1457.5,316
1200,20,64000,0.469,1465.5,317
1200,20,64500,0.47,1473.5,317
1200,20,65000,0.471,1481.5,318
1200,20,65500,0.473,1489.5,319
1200,20,66000,0.474,1497.5,320
1200,20,66500,0.475,1505.6,321
1200,20,67000,0.476,1513.6,322
1200,20,67500,0.478,1521.7,323
1200,20,68000,0.479,1529.8,324
1200,20,68500,0.48,1537.9,324
1200,20,69000,0.482,1546.1,325
1200,20,69500,0.483,1554.2,326
1200,20,70000,0.484,1562.4,327
1200,20,70500,0.485,1570.6,328
1200,20,71000,0.487,1578.8,329
1200,20,71500,0.488,1587.1,330
1200,20,72000,0.489,1595.4,330
1200,20,72500,0.49,1603.7,331
1200,20,73000,0.492,1612,332
1200,20,73500,0.493,1620.4,333
1200,20,74000,0.494,1628.8,334
1200,20,74500,0.496,1637.3,335
1200,20,75000,0.497,1645.8,336
1500,-10,55000,0.456,1230.3,291
1500,-10,55500,0.458,1237.9,292
1500,-10,56000,0.459,1245.4,293
1500,-10,56500,0.46,1253,294
1500,-10,57000,0.462,1260.7,295
1500,-10,57500,0.463,1268.3,296
1500,-10,58000,0.465,1275.9,297
1500,-10,58500,0.466,1283.6,298
1500,-10,59000,0.467,1291.2,298
1500,-10,59500,0.469,1298.9,299
1500,-10,60000,0.47,1306.6,300
1500,-10,60500,0.472,1314.3,301
1500,-10,61000,0.473,1321.6,302
1500,-10,61500,0.474,1328.9,303
1500,-10,62000,0.476,1336.1,304
1500,-10,62500,0.477,1343.4,304
1500,-10,63000,0.478,1350.7,305
1500,-10,63500,0.479,1358.1,306
1500,-10,64000,0.481,1365.4,307
1500,-10,64500,0.482,1372.7,308
1500,-10,65000,0.483,1380.1,309
1500,-10,65500,0.485,1387.5,309
1500,-10,66000,0.486,1394.9,310
1500,-10,66500,0.487,1402.3,311
1500,-10,67000,0.488,1409.7,312
1500,-10,67500,0.49,1417.2,313
1500,-10,68000,0.491,1424.7,314
1500,-10,68500,0.492,1432.2,314
1500,-10,69000,0.494,1439.7,315
1500,-10,69500,0.495,1447.3,316
1500,-10,70000,0.496,1454.9,317
1500,-10,70500,0.498,1462.5,318
1500,-10,71000,0.499,1470.2,318
1500,-10,71500,0.5,1477.9,319
1500,-10,72000,0.501,1485.7,320
1500,-10,72500,0.503,1493.4,321
1500,-10,73000,0.504,1501.3,322
1500,-10,73500,0.505,1509.2,323
1500,-10,74000,0.507,1517.1,323
1500,-10,74500,0.508,1525,324
1500,-10,75000,0.509,1533.1,325
1500,0,55000,0.455,1257.6,296
1500,0,55500,0.456,1265.4,297
1500,0,56000,0.458,1273.2,298
1500,0,56500,0.459,1281,298
1500,0,57000,0.46,1288.8,299
1500,0,57500,0.462,1296.7,300
1500,0,58000,0.463,1304.5,301
1500,0,58500,0.465,1312.4,302
1500,0,59000,0.466,1320.2,303
1500,0,59500,0.468,1328.1,304
1500,0,60000,0.469,1336,305
1500,0,60500,0.47,1344,306
1500,0,61000,0.472,1351.5,307
1500,0,61500,0.473,1359,308
1500,0,62000,0.474,1366.4,308
1500,0,62500,0.476,1373.9,309
1500,0,63000,0.477,1381.5,310
1500,0,63500,0.478,1389,311
1500,0,64000,0.479,1396.5,312
1500,0,64500,0.481,1404.1,313
1500,0,65000,0.482,1411.7,313
1500,0,65500,0.483,1419.3,314
1500,0,66000,0.485,1426.9,315
1500,0,66500,0.486,1434.5,316
1500,0,67000,0.487,1442.2,317
1500,0,67500,0.489,1449.9,318
1500,0,68000,0.49,1457.6,318
1500,0,68500,0.491,1465.3,319
1500,0,69000,0.492,1473.1,320
1500,0,69500,0.494,1480.9,321
1500,0,70000,0.495,1488.7,322
1500,0,70500,0.496,1496.6,323
1500,0,71000,0.498,1504.5,324
1500,0,71500,0.499,1512.5,324
1500,0,72000,0.5,1520.5,325
1500,0,72500,0.502,1528.5,326
1500,0,73000,0.503,1536.6,327
1500,0,73500,0.504,1544.7,328
1500,0,74000,0.505,1552.9,329
1500,0,74500,0.507,1561.1,329
1500,0,75000,0.508,1569.3,330
1500,10,55000,0.453,1284.6,300
1500,10,55500,0.455,1292.6,301
1500,10,56000,0.456,1300.6,302
1500,10,56500,0.458,1308.6,303
1500,10,57000,0.459,1316.6,304
1500,10,57500,0.461,1324.7,305
1500,10,58000,0.462,1332.7,306
1500,10,58500,0.463,1340.8,307
1500,10,59000,0.465,1348.9,308
1500,10,59500,0.466,1357,309
1500,10,60000,0.468,1365.1,310
1500,10,60500,0.469,1373.2,310
1500,10,61000,0.47,1381,311
1500,10,61500,0.472,1388.7,312
1500,10,62000,0.473,1396.3,313
1500,10,62500,0.474,1404.1,314
1500,10,63000,0.476,1411.8,315
1500,10,63500,0.477,1419.5,316
1500,10,64000,0.478,1427.3,317
1500,10,64500,0.48,1435.1,317
1500,10,65000,0.481,1442.9,318
1500,10,65500,0.482,1450.7,319
1500,10,66000,0.483,1458.5,320
1500,10,66500,0.485,1466.4,321
1500,10,67000,0.486,1474.3,322
1500,10,67500,0.487,1482.2,323
1500,10,68000,0.489,1490.1,323
1500,10,68500,0.49,1498.1,324
1500,10,69000,0.491,1506.1,325
1500,10,69500,0.493,1514.1,326
1500,10,70000,0.494,1522.2,327
1500,10,70500,0.495,1530.3,328
1500,10,71000,0.497,1538.4,329
1500,10,71500,0.498,1546.6,329
1500,10,72000,0.499,1554.8,330
1500,10,72500,0.5,1563.1,331
1500,10,73000,0.502,1571.4,332
1500,10,73500,0.503,1579.8,333
1500,10,74000,0.504,1588.2,334
1500,10,74500,0.506,1596.7,335
1500,10,75000,0.507,1605.2,335
1500,15,55000,0.453,1297.9,302
1500,15,55500,0.454,1306,303
1500,15,56000,0.456,1314.1,304
1500,15,56500,0.457,1322.2,305
1500,15,57000,0.459,1330.4,306
1500,15,57500,0.46,1338.5,307
1500,15,58000,0.461,1346.7,308
1500,15,58500,0.463,1354.9,309
1500,15,59000,0.464,1363.1,310
1500,15,59500,0.466,1371.3,311
1500,15,60000,0.467,1379.5,312
1500,15,60500,0.469,1387.7,313
1500,15,61000,0.47,1395.6,314
