1737-80,0,,(2) C,WIN,
ECON,(C.I.,20,),IT =,
,,,,,
ALT,ISA,WEIGHT,MACH,FF/ENG,TAS
M,DEG C,KG,,KG/HR D,KTS
,,,,,
12200,-10,61000,0.786,1141.6,440
12200,-10,61500,0.786,1155.9,440
12200,-10,62000,0.785,1170.6,440
12200,-10,62500,0.784,1185.2,439
12200,-10,63000,0.783,1200.7,439
12200,-10,63500,0.783,1217.7,438
12200,0,55000,0.787,1054.6,452
12200,0,55500,0.788,1063.1,452
12200,0,56000,0.788,1071.7,452
12200,0,56500,0.788,1080.6,452
12200,0,57000,0.788,1090,452
12200,0,57500,0.788,1099.2,452
12200,0,58000,0.788,1108.6,452
12200,0,58500,0.788,1118.5,452
12200,0,59000,0.787,1128.9,452
12200,0,59500,0.787,1140.4,451
12200,0,60000,0.787,1153.2,451
12200,0,60500,0.786,1166.8,451
12200,0,61000,0.786,1180.9,451
12200,0,61500,0.785,1195.6,450
12200,0,62000,0.785,1210.8,450
12200,0,62500,0.784,1225.9,450
12200,0,63000,0.783,1242,449
12200,10,55000,0.787,1088.7,462
12200,10,55500,0.787,1097.6,462
12200,10,56000,0.787,1106.5,462
12200,10,56500,0.788,1115.8,462
12200,10,57000,0.788,1125.4,462
12200,10,57500,0.788,1134.9,462
12200,10,58000,0.788,1144.6,462
12200,10,58500,0.787,1154.9,462
12200,10,59000,0.787,1165.7,462
12200,10,59500,0.787,1177.7,462
12200,10,60000,0.787,1190.9,461
12200,10,60500,0.786,1205,461
12200,10,61000,0.786,1219.5,461
12200,10,61500,0.785,1234.8,461
12200,10,62000,0.785,1250.4,460
12200,10,62500,0.784,1266,460
12200,15,55000,0.787,1105.7,467
12200,15,55500,0.787,1114.6,467
12200,15,56000,0.787,1123.7,467
12200,15,56500,0.787,1133.2,467
12200,15,57000,0.787,1143,467
12200,15,57500,0.787,1152.5,467
12200,15,58000,0.787,1162.4,467
12200,15,58500,0.787,1172.9,467
12200,15,59000,0.787,1184,467
12200,15,59500,0.787,1196.1,467
12200,15,60000,0.787,1209.6,467
12200,20,55000,0.787,1122.5,472
12200,20,55500,0.787,1131.6,472
12200,20,56000,0.787,1140.9,472
12500,-10,55000,0.788,1024.6,442
12500,-10,55500,0.788,1033.9,442
12500,-10,56000,0.788,1043.9,441
12500,-10,56500,0.788,1054.3,441
12500,-10,57000,0.787,1066.1,441
12500,-10,57500,0.787,1079.1,441
12500,-10,58000,0.787,1092.6,441
12500,-10,58500,0.786,1106.8,440
12500,-10,59000,0.785,1121.6,440
12500,-10,59500,0.785,1136.3,440
12500,-10,60000,0.784,1151.6,439
12500,0,55000,0.788,1059.7,452
12500,0,55500,0.788,1069.3,452
12500,0,56000,0.788,1079.7,452
12500,0,56500,0.788,1090.6,452
12500,0,57000,0.787,1102.9,452
12500,0,57500,0.787,1116.4,451
12500,0,58000,0.786,1130.4,451
12500,0,58500,0.786,1145.1,451
12500,0,59000,0.785,1160.4,450
12500,0,59500,0.784,1175.6,450
12500,0,60000,0.784,1191.5,449
12500,10,55000,0.788,1094.2,462
12500,10,55500,0.788,1104.2,462
12500,10,56000,0.788,1114.9,462
12500,10,56500,0.787,1126.2,462
12500,10,57000,0.787,1139,462
12500,10,57500,0.787,1153,462
12500,10,58000,0.786,1167.5,461
12500,10,58500,0.786,1182.7,461
12500,10,59000,0.785,1198.5,461
12500,10,59500,0.784,1214.2,460
12500,15,55000,0.788,1111.2,467
12500,15,55500,0.788,1121.4,467
12500,15,56000,0.788,1132.3,467
12500,15,56500,0.787,1143.9,467
12500,15,57000,0.787,1156.9,467
1737-80,0,,(2) C,WIN,
ECON,(C.I.,40,),IT =,
,,,,,
ALT,ISA,WEIGHT,MACH,FF/ENG,TAS
M,DEG C,KG,,KG/HR D,KTS
,,,,,
600,-10,55000,0.492,1504.3,317
600,-10,55500,0.493,1510.9,318
600,-10,56000,0.494,1517.6,319
600,-10,56500,0.495,1524.2,320
600,-10,57000,0.496,1530.9,320
600,-10,57500,0.497,1537.6,321
600,-10,58000,0.498,1544.3,322
600,-10,58500,0.499,1551,322
600,-10,59000,0.5,1557.7,323
600,-10,59500,0.501,1564.5,324
600,-10,60000,0.503,1571.2,324
600,-10,60500,0.504,1578,325
600,-10,61000,0.505,1584.8,326
600,-10,61500,0.506,1591.6,326
600,-10,62000,0.507,1598.5,327
600,-10,62500,0.508,1605.3,328
600,-10,63000,0.509,1612.2,328
600,-10,63500,0.51,1619.1,329
600,-10,64000,0.511,1626,330
600,-10,64500,0.512,1632.9,330
600,-10,65000,0.513,1639.9,331
600,-10,65500,0.514,1646.8,332
600,-10,66000,0.515,1653.8,333
600,-10,66500,0.516,1660.8,333
600,-10,67000,0.517,1667.9,334
600,-10,67500,0.518,1674.9,335
600,-10,68000,0.519,1681.6,335
600,-10,68500,0.52,1688.2,336
600,-10,69000,0.521,1694.8,336
600,-10,69500,0.522,1701.4,337
600,-10,70000,0.523,1708.1,338
600,-10,70500,0.524,1714.8,338
600,-10,71000,0.525,1721.5,339
600,-10,71500,0.526,1728.2,340
600,-10,72000,0.527,1735,340
600,-10,72500,0.528,1741.7,341
600,-10,73000,0.529,1748.6,341
600,-10,73500,0.53,1755.4,342
600,-10,74000,0.531,1762.3,343
600,-10,74500,0.532,1767.8,343
600,-10,75000,0.532,1769.9,343
600,0,55000,0.489,1531.3,322
600,0,55500,0.49,1538.1,322
600,0,56000,0.492,1545,323
600,0,56500,0.493,1551.9,324
600,0,57000,0.494,1558.8,324
600,0,57500,0.495,1565.7,325
600,0,58000,0.496,1572.6,326
600,0,58500,0.497,1579.6,326
600,0,59000,0.498,1586.5,327
600,0,59500,0.499,1593.5,328
600,0,60000,0.5,1600.5,329
600,0,60500,0.501,1607.5,329
600,0,61000,0.502,1614.5,330
600,0,61500,0.503,1621.5,331
600,0,62000,0.504,1628.6,331
600,0,62500,0.505,1635.6,332
600,0,63000,0.507,1642.7,333
600,0,63500,0.508,1649.8,333
600,0,64000,0.509,1656.9,334
600,0,64500,0.51,1664.1,335
600,0,65000,0.511,1671.2,336
600,0,65500,0.512,1678.4,336
600,0,66000,0.513,1685.6,337
600,0,66500,0.514,1692.8,338
600,0,67000,0.515,1700.1,338
600,0,67500,0.516,1707.3,339
600,0,68000,0.517,1714.1,340
600,0,68500,0.518,1720.9,340
600,0,69000,0.519,1727.7,341
600,0,69500,0.52,1734.6,342
600,0,70000,0.521,1741.4,342
600,0,70500,0.522,1748.3,343
600,0,71000,0.523,1755.2,344
600,0,71500,0.524,1762.2,344
600,0,72000,0.525,1769.1,345
600,0,72500,0.526,1776.2,345
600,0,73000,0.527,1783.2,346
600,0,73500,0.528,1790.3,347
600,0,74000,0.529,1797.4,347
600,0,74500,0.53,1804.6,348
600,0,75000,0.531,1811.8,349
600,10,55000,0.487,1557.9,326
600,10,55500,0.488,1565,326
600,10,56000,0.489,1572.1,327
600,10,56500,0.49,1579.2,328
600,10,57000,0.491,1586.3,328
600,10,57500,0.492,1593.5,329
600,10,58000,0.493,1600.6,330
600,10,58500,0.495,1607.8,331
600,10,59000,0.496,1615,331
600,10,59500,0.497,1622.1,332
600,10,60000,0.498,1629.4,333
600,10,60500,0.499,1636.6,333
600,10,61000,0.5,1643.8,334
600,10,61500,0.501,1651,335
600,10,62000,0.502,1658.3,336
600,10,62500,0.503,1665.6,336
600,10,63000,0.504,1672.8,337
600,10,63500,0.505,1680.1,338
600,10,64000,0.506,1687.5,339
600,10,64500,0.508,1694.8,339
600,10,65000,0.509,1702.2,340
600,10,65500,0.51,1709.5,341
600,10,66000,0.511,1716.9,341
600,10,66500,0.512,1724.4,342
600,10,67000,0.513,1731.8,343
600,10,67500,0.514,1739.3,344
600,10,68000,0.515,1746.3,344
600,10,68500,0.516,1753.3,345
600,10,69000,0.517,1760.3,346
600,10,69500,0.518,1767.3,346
600,10,70000,0.519,1774.4,347
600,10,70500,0.52,1781.5,348
600,10,71000,0.521,1788.6,348
600,10,71500,0.522,1795.7,349
600,10,72000,0.523,1802.9,349
600,10,72500,0.524,1810.2,350
600,10,73000,0.525,1817.4,351
600,10,73500,0.526,1824.7,351
600,10,74000,0.527,1832.1,352
600,10,74500,0.528,1839.5,353
600,10,75000,0.529,1846.9,353
600,15,55000,0.486,1571.1,328
600,15,55500,0.487,1578.3,328
600,15,56000,0.488,1585.5,329
600,15,56500,0.489,1592.8,330
600,15,57000,0.49,1600,330
600,15,57500,0.491,1607.2,331
600,15,58000,0.492,1614.5,332
600,15,58500,0.493,1621.8,333
600,15,59000,0.495,1629.1,333
600,15,59500,0.496,1636.4,334
600,15,60000,0.497,1643.7,335
600,15,60500,0.498,1651,336
600,15,61000,0.499,1658.3,336
600,15,61500,0.5,1665.7,337
600,15,62000,0.501,1673,338
600,15,62500,0.502,1680.4,338
600,15,63000,0.503,1687.8,339
600,15,63500,0.504,1695.2,340
600,15,64000,0.505,1702.6,341
600,15,64500,0.506,1710,341
600,15,65000,0.508,1717.5,342
600,15,65500,0.509,1725,343
600,15,66000,0.51,1732.5,344
600,15,66500,0.511,1740,344
600,15,67000,0.512,1747.5,345
600,15,67500,0.513,1755.1,346
600,15,68000,0.514,1762.2,346
600,15,68500,0.515,1769.3,347
600,15,69000,0.516,1776.4,348
600,15,69500,0.517,1783.5,348
600,15,70000,0.518,1790.7,349
600,15,70500,0.519,1797.9,350
600,15,71000,0.52,1805.1,350
600,15,71500,0.521,1812.4,351
600,15,72000,0.522,1819.7,352
600,15,72500,0.523,1827,352
600,15,73000,0.524,1834.4,353
600,15,73500,0.525,1841.8,354
600,15,74000,0.526,1849.3,354
600,15,74500,0.527,1856.8,355
600,15,75000,0.528,1864.4,356
600,20,55000,0.485,1584.3,329
600,20,55500,0.486,1591.6,330
600,20,56000,0.487,1598.9,331
600,20,56500,0.488,1606.2,332
600,20,57000,0.489,1613.6,332
600,20,57500,0.49,1620.9,333
600,20,58000,0.491,1628.3,334
600,20,58500,0.492,1635.7,335
600,20,59000,0.493,1643.1,335
600,20,59500,0.495,1650.5,336
600,20,60000,0.496,1657.9,337
600,20,60500,0.497,1665.3,338
600,20,61000,0.498,1672.7,338
600,20,61500,0.499,1680.2,339
600,20,62000,0.5,1687.6,340
600,20,62500,0.501,1695.1,341
600,20,63000,0.502,1702.6,341
600,20,63500,0.503,1710.1,342
600,20,64000,0.504,1717.6,343
600,20,64500,0.505,1725.1,344
600,20,65000,0.507,1732.7,344
600,20,65500,0.508,1740.3,345
600,20,66000,0.509,1747.9,346
600,20,66500,0.51,1755.5,347
600,20,67000,0.511,1763.1,347
600,20,67500,0.512,1770.8,348
600,20,68000,0.513,1778,349
600,20,68500,0.514,1785.2,349
600,20,69000,0.515,1792.4,350
600,20,69500,0.516,1799.6,351
600,20,70000,0.517,1806.9,351
600,20,70500,0.518,1814.2,352
600,20,71000,0.519,1821.6,353
600,20,71500,0.52,1828.9,353
600,20,72000,0.521,1836.3,354
600,20,72500,0.522,1843.8,355
600,20,73000,0.523,1851.3,355
600,20,73500,0.524,1858.8,356
600,20,74000,0.525,1866.4,357
600,20,74500,0.526,1874,357
600,20,75000,0.527,1881.7,358
900,-10,55000,0.501,1496.5,322
900,-10,55500,0.502,1503.1,323
900,-10,56000,0.503,1509.7,324
900,-10,56500,0.504,1516.3,324
900,-10,57000,0.505,1522.9,325
900,-10,57500,0.506,1529.5,326
900,-10,58000,0.508,1536.2,326
900,-10,58500,0.509,1542.9,327
900,-10,59000,0.51,1549.6,328
900,-10,59500,0.511,1556.3,328
900,-10,60000,0.512,1563,329
900,-10,60500,0.513,1569.8,330
900,-10,61000,0.514,1576.6,331
900,-10,61500,0.515,1583.5,331
900,-10,62000,0.516,1590.3,332
900,-10,62500,0.517,1597.2,333
900,-10,63000,0.518,1604.1,333
900,-10,63500,0.519,1611.1,334
900,-10,64000,0.521,1618.1,335
900,-10,64500,0.522,1625.1,335
900,-10,65000,0.523,1632.1,336
900,-10,65500,0.524,1638.9,337
900,-10,66000,0.525,1645.4,337
900,-10,66500,0.526,1652.1,338
900,-10,67000,0.527,1658.7,339
900,-10,67500,0.528,1665.4,339
900,-10,68000,0.529,1672.1,340
900,-10,68500,0.529,1678.8,340
900,-10,69000,0.53,1685.5,341
900,-10,69500,0.531,1692.3,342
900,-10,70000,0.532,1699.1,342
900,-10,70500,0.533,1706,343
900,-10,71000,0.534,1712.8,344
900,-10,71500,0.535,1719.7,344
900,-10,72000,0.536,1726.7,345
900,-10,72500,0.537,1733.6,345
900,-10,73000,0.538,1740.6,346
900,-10,73500,0.539,1747.6,347
900,-10,74000,0.54,1754.7,347
900,-10,74500,0.541,1759,348
900,-10,75000,0.541,1761.2,348
900,0,55000,0.498,1523.5,326
900,0,55500,0.5,1530.3,327
900,0,56000,0.501,1537.1,328
900,0,56500,0.502,1543.9,329
900,0,57000,0.503,1550.7,329
900,0,57500,0.504,1557.6,330
900,0,58000,0.505,1564.5,331
900,0,58500,0.506,1571.4,331
900,0,59000,0.507,1578.3,332
900,0,59500,0.508,1585.3,333
900,0,60000,0.509,1592.2,334
900,0,60500,0.51,1599.2,334
900,0,61000,0.512,1606.3,335
900,0,61500,0.513,1613.3,336
900,0,62000,0.514,1620.4,336
900,0,62500,0.515,1627.5,337
900,0,63000,0.516,1634.7,338
900,0,63500,0.517,1641.8,339
900,0,64000,0.518,1649,339
900,0,64500,0.519,1656.2,340
900,0,65000,0.52,1663.5,341
900,0,65500,0.521,1670.4,341
900,0,66000,0.522,1677.2,342
900,0,66500,0.523,1684,343
900,0,67000,0.524,1690.9,343
900,0,67500,0.525,1697.7,344
900,0,68000,0.526,1704.6,345
900,0,68500,0.527,1711.5,345
900,0,69000,0.528,1718.5,346
900,0,69500,0.529,1725.5,346
900,0,70000,0.53,1732.5,347
900,0,70500,0.531,1739.5,348
900,0,71000,0.532,1746.6,348
900,0,71500,0.533,1753.7,349
900,0,72000,0.534,1760.9,350
900,0,72500,0.535,1768.1,350
900,0,73000,0.536,1775.3,351
900,0,73500,0.537,1782.6,352
900,0,74000,0.538,1789.9,352
900,0,74500,0.539,1797.2,353
900,0,75000,0.54,1804.6,354
900,10,55000,0.496,1550.2,330
900,10,55500,0.497,1557.2,331
900,10,56000,0.498,1564.2,332
900,10,56500,0.499,1571.2,333
900,10,57000,0.5,1578.3,333
900,10,57500,0.502,1585.4,334
900,10,58000,0.503,1592.5,335
900,10,58500,0.504,1599.6,336
900,10,59000,0.505,1606.7,336
900,10,59500,0.506,1613.9,337
900,10,60000,0.507,1621.1,338
900,10,60500,0.508,1628.3,339
900,10,61000,0.509,1635.6,339
900,10,61500,0.51,1642.8,340
900,10,62000,0.511,1650.1,341
900,10,62500,0.513,1657.4,341
900,10,63000,0.514,1664.8,342
900,10,63500,0.515,1672.1,343
900,10,64000,0.516,1679.5,344
900,10,64500,0.517,1687,344
900,10,65000,0.518,1694.4,345
900,10,65500,0.519,1701.6,346
900,10,66000,0.52,1708.5,346
900,10,66500,0.521,1715.5,347
900,10,67000,0.522,1722.6,348
900,10,67500,0.523,1729.6,348
900,10,68000,0.524,1736.7,349
900,10,68500,0.525,1743.8,350
900,10,69000,0.526,1751,350
900,10,69500,0.527,1758.2,351
900,10,70000,0.528,1765.4,352
900,10,70500,0.529,1772.7,352
900,10,71000,0.53,1780,353
900,10,71500,0.531,1787.3,354
900,10,72000,0.532,1794.7,354
900,10,72500,0.533,1802.2,355
900,10,73000,0.534,1809.6,356
900,10,73500,0.535,1817.1,356
900,10,74000,0.536,1824.7,357
900,10,74500,0.537,1832.2,358
900,10,75000,0.538,1839.9,358
900,15,55000,0.495,1563.4,332
900,15,55500,0.496,1570.5,333
900,15,56000,0.497,1577.6,334
900,15,56500,0.498,1584.8,335
900,15,57000,0.499,1591.9,335
900,15,57500,0.5,1599.1,336
900,15,58000,0.501,1606.3,337
900,15,58500,0.503,1613.6,338
900,15,59000,0.504,1620.8,338
900,15,59500,0.505,1628.1,339
900,15,60000,0.506,1635.4,340
900,15,60500,0.507,1642.7,341
900,15,61000,0.508,1650.1,341
900,15,61500,0.509,1657.4,342
900,15,62000,0.51,1664.8,343
900,15,62500,0.511,1672.2,344
900,15,63000,0.513,1679.7,344
900,15,63500,0.514,1687.2,345
900,15,64000,0.515,1694.7,346
900,15,64500,0.516,1702.2,347
900,15,65000,0.517,1709.8,347
900,15,65500,0.518,1717,348
900,15,66000,0.519,1724.1,349
900,15,66500,0.52,1731.2,349
900,15,67000,0.521,1738.3,350
900,15,67500,0.522,1745.4,351
900,15,68000,0.523,1752.6,351
900,15,68500,0.524,1759.9,352
900,15,69000,0.525,1767.1,353
900,15,69500,0.526,1774.4,353
900,15,70000,0.527,1781.8,354
900,15,70500,0.528,1789.1,355
900,15,71000,0.529,1796.5,355
900,15,71500,0.53,1804,356
900,15,72000,0.531,1811.5,357
900,15,72500,0.532,1819,357
900,15,73000,0.533,1826.6,358
900,15,73500,0.534,1834.2,359
900,15,74000,0.535,1841.9,359
900,15,74500,0.536,1849.6,360
900,15,75000,0.537,1857.4,361
900,20,55000,0.494,1576.5,334
900,20,55500,0.495,1583.7,335
900,20,56000,0.496,1591,336
900,20,56500,0.497,1598.2,337
900,20,57000,0.498,1605.5,337
900,20,57500,0.499,1612.8,338
900,20,58000,0.5,1620.1,339
900,20,58500,0.501,1627.5,340
900,20,59000,0.503,1634.8,340
900,20,59500,0.504,1642.2,341
900,20,60000,0.505,1649.6,342
900,20,60500,0.506,1657,343
900,20,61000,0.507,1664.5,343
900,20,61500,0.508,1671.9,344
900,20,62000,0.509,1679.4,345
900,20,62500,0.51,1687,346
900,20,63000,0.511,1694.5,347
900,20,63500,0.513,1702.1,347
900,20,64000,0.514,1709.7,348
900,20,64500,0.515,1717.3,349
900,20,65000,0.516,1725,350
900,20,65500,0.517,1732.3,350
900,20,66000,0.518,1739.5,351
900,20,66500,0.519,1746.7,352
900,20,67000,0.52,1753.9,352
900,20,67500,0.521,1761.1,353
900,20,68000,0.522,1768.4,354
900,20,68500,0.523,1775.8,354
900,20,69000,0.524,1783.1,355
900,20,69500,0.525,1790.5,356
900,20,70000,0.526,1798,356
900,20,70500,0.527,1805.5,357
900,20,71000,0.528,1813,358
900,20,71500,0.529,1820.6,358
900,20,72000,0.53,1828.2,359
900,20,72500,0.531,1835.8,360
900,20,73000,0.532,1843.5,360
900,20,73500,0.533,1851.3,361
900,20,74000,0.534,1859.1,362
900,20,74500,0.535,1866.9,362
900,20,75000,0.536,1874.8,363
1200,-10,55000,0.511,1489.5,327
1200,-10,55500,0.512,1496,328
1200,-10,56000,0.513,1502.6,328
1200,-10,56500,0.514,1509.2,329
1200,-10,57000,0.515,1515.8,330
1200,-10,57500,0.516,1522.5,331
1200,-10,58000,0.517,1529.1,331
1200,-10,58500,0.518,1535.8,332
1200,-10,59000,0.519,1542.6,333
1200,-10,59500,0.52,1549.4,333
1200,-10,60000,0.521,1556.2,334
1200,-10,60500,0.523,1563.1,335
1200,-10,61000,0.524,1570,336
1200,-10,61500,0.525,1576.9,336
1200,-10,62000,0.526,1583.9,337
1200,-10,62500,0.527,1590.9,338
1200,-10,63000,0.528,1597.8,338
1200,-10,63500,0.529,1604.3,339
1200,-10,64000,0.53,1610.9,340
1200,-10,64500,0.531,1617.6,340
1200,-10,65000,0.532,1624.3,341
1200,-10,65500,0.533,1631,341
1200,-10,66000,0.534,1637.7,342
1200,-10,66500,0.535,1644.5,343
1200,-10,67000,0.536,1651.3,343
1200,-10,67500,0.537,1658.1,344
1200,-10,68000,0.538,1665,345
1200,-10,68500,0.539,1671.9,345
1200,-10,69000,0.54,1678.8,346
1200,-10,69500,0.541,1685.7,347
1200,-10,70000,0.542,1692.7,347
1200,-10,70500,0.543,1699.7,348
1200,-10,71000,0.544,1706.7,348
1200,-10,71500,0.545,1713.7,349
1200,-10,72000,0.546,1720.8,350
1200,-10,72500,0.547,1727.9,350
1200,-10,73000,0.548,1735,351
1200,-10,73500,0.549,1742.2,352
1200,-10,74000,0.55,1749.4,352
1200,-10,74500,0.55,1752.6,352
1200,-10,75000,0.55,1754.8,352
1200,0,55000,0.508,1516.4,331
1200,0,55500,0.509,1523.2,332
1200,0,56000,0.51,1530,333
1200,0,56500,0.511,1536.8,333
1200,0,57000,0.512,1543.6,334
1200,0,57500,0.513,1550.5,335
1200,0,58000,0.514,1557.4,336
1200,0,58500,0.516,1564.4,336
1200,0,59000,0.517,1571.3,337
1200,0,59500,0.518,1578.3,338
1200,0,60000,0.519,1585.4,339
1200,0,60500,0.52,1592.5,339
1200,0,61000,0.521,1599.6,340
1200,0,61500,0.522,1606.8,341
1200,0,62000,0.523,1614,341
1200,0,62500,0.524,1621.2,342
1200,0,63000,0.526,1628.3,343
1200,0,63500,0.526,1635.1,344
1200,0,64000,0.527,1641.9,344
1200,0,64500,0.528,1648.7,345
1200,0,65000,0.529,1655.6,345
1200,0,65500,0.53,1662.5,346
1200,0,66000,0.531,1669.5,347
1200,0,66500,0.532,1676.5,347
1200,0,67000,0.533,1683.5,348
1200,0,67500,0.534,1690.5,349
1200,0,68000,0.535,1697.6,349
1200,0,68500,0.536,1704.7,350
1200,0,69000,0.537,1711.8,351
1200,0,69500,0.538,1719,351
1200,0,70000,0.539,1726.1,352
1200,0,70500,0.54,1733.4,353
1200,0,71000,0.541,1740.6,353
1200,0,71500,0.542,1747.9,354
1200,0,72000,0.543,1755.2,355
1200,0,72500,0.544,1762.5,355
1200,0,73000,0.545,1769.9,356
1200,0,73500,0.546,1777.3,357
1200,0,74000,0.547,1784.7,357
1200,0,74500,0.548,1792.2,358
1200,0,75000,0.549,1799.7,358
1200,10,55000,0.505,1543.1,335
1200,10,55500,0.506,1550,336
1200,10,56000,0.507,1557,337
1200,10,56500,0.509,1564.1,338
1200,10,57000,0.51,1571.2,338
1200,10,57500,0.511,1578.3,339
1200,10,58000,0.512,1585.4,340
1200,10,58500,0.513,1592.5,341
1200,10,59000,0.514,1599.7,341
1200,10,59500,0.515,1607,342
1200,10,60000,0.516,1614.2,343
1200,10,60500,0.518,1621.5,344
1200,10,61000,0.519,1628.9,344
1200,10,61500,0.52,1636.3,345
1200,10,62000,0.521,1643.7,346
1200,10,62500,0.522,1651.1,347
1200,10,63000,0.523,1658.4,347
1200,10,63500,0.524,1665.4,348
1200,10,64000,0.525,1672.4,349
1200,10,64500,0.526,1679.5,349
1200,10,65000,0.527,1686.6,350
1200,10,65500,0.528,1693.7,351
1200,10,66000,0.529,1700.8,351
1200,10,66500,0.53,1708,352
1200,10,67000,0.531,1715.2,353
1200,10,67500,0.532,1722.5,353
1200,10,68000,0.533,1729.7,354
1200,10,68500,0.534,1737,355
1200,10,69000,0.535,1744.4,355
1200,10,69500,0.536,1751.8,356
1200,10,70000,0.537,1759.2,357
1200,10,70500,0.538,1766.6,357
1200,10,71000,0.539,1774.1,358
1200,10,71500,0.54,1781.6,359
1200,10,72000,0.541,1789.1,359
1200,10,72500,0.542,1796.7,360
1200,10,73000,0.543,1804.3,361
1200,10,73500,0.544,1812,361
1200,10,74000,0.545,1819.7,362
1200,10,74500,0.546,1827.4,363
1200,10,75000,0.547,1835.2,363
1200,15,55000,0.504,1556.3,338
1200,15,55500,0.505,1563.4,338
1200,15,56000,0.506,1570.5,339
1200,15,56500,0.507,1577.6,340
1200,15,57000,0.509,1584.8,341
1200,15,57500,0.51,1592,341
1200,15,58000,0.511,1599.3,342
1200,15,58500,0.512,1606.5,343
1200,15,59000,0.513,1613.8,344
1200,15,59500,0.514,1621.2,344
1200,15,60000,0.515,1628.5,345
1200,15,60500,0.516,1635.9,346
1200,15,61000,0.518,1643.4,347
1200,15,61500,0.519,1650.9,347
1200,15,62000,0.52,1658.4,348
1200,15,62500,0.521,1665.9,349
1200,15,63000,0.522,1673.4,350
1200,15,63500,0.523,1680.4,350
1200,15,64000,0.524,1687.6,351
1200,15,64500,0.525,1694.7,352
1200,15,65000,0.526,1701.9,352
1200,15,65500,0.527,1709.1,353
1200,15,66000,0.528,1716.3,354
1200,15,66500,0.529,1723.6,354
1200,15,67000,0.53,1730.9,355
1200,15,67500,0.531,1738.3,356
1200,15,68000,0.532,1745.7,356
1200,15,68500,0.533,1753.1,357
1200,15,69000,0.534,1760.5,358
1200,15,69500,0.535,1768,358
1200,15,70000,0.536,1775.5,359
1200,15,70500,0.537,1783.1,360
1200,15,71000,0.538,1790.7,360
1200,15,71500,0.539,1798.3,361
1200,15,72000,0.54,1806,362
1200,15,72500,0.541,1813.7,362
1200,15,73000,0.542,1821.4,363
1200,15,73500,0.543,1829.2,364
1200,15,74000,0.544,1837,364
1200,15,74500,0.545,1844.9,365
1200,15,75000,0.546,1852.8,366
1200,20,55000,0.503,1569.4,340
1200,20,55500,0.504,1576.6,340
1200,20,56000,0.505,1583.8,341
1200,20,56500,0.506,1591.1,342
1200,20,57000,0.507,1598.4,343
1200,20,57500,0.508,1605.7,343
1200,20,58000,0.51,1613,344
1200,20,58500,0.511,1620.4,345
1200,20,59000,0.512,1627.8,346
1200,20,59500,0.513,1635.3,346
1200,20,60000,0.514,1642.7,347
1200,20,60500,0.515,1650.3,348
1200,20,61000,0.516,1657.8,349
1200,20,61500,0.518,1665.4,350
1200,20,62000,0.519,1673,350
1200,20,62500,0.52,1680.7,351
1200,20,63000,0.521,1688.2,352
1200,20,63500,0.522,1695.4,352
1200,20,64000,0.523,1702.6,353
1200,20,64500,0.524,1709.8,354
1200,20,65000,0.525,1717.1,355
1200,20,65500,0.526,1724.4,355
1200,20,66000,0.527,1731.7,356
1200,20,66500,0.528,1739.1,357
1200,20,67000,0.529,1746.5,357
1200,20,67500,0.53,1754,358
1200,20,68000,0.531,1761.5,359
1200,20,68500,0.532,1769,359
1200,20,69000,0.533,1776.6,360
1200,20,69500,0.534,1784.2,361
1200,20,70000,0.535,1791.8,361
1200,20,70500,0.536,1799.5,362
1200,20,71000,0.537,1807.2,363
1200,20,71500,0.538,1814.9,363
1200,20,72000,0.539,1822.7,364
1200,20,72500,0.54,1830.5,365
1200,20,73000,0.541,1838.4,366
1200,20,73500,0.542,1846.3,366
1200,20,74000,0.543,1854.3,367
1200,20,74500,0.544,1862.3,368
1200,20,75000,0.545,1870.3,368
1500,-10,55000,0.52,1483.5,332
1500,-10,55500,0.521,1490,333
1500,-10,56000,0.522,1496.7,333
1500,-10,56500,0.523,1503.3,334
1500,-10,57000,0.525,1510,335
1500,-10,57500,0.526,1516.8,336
1500,-10,58000,0.527,1523.5,336
1500,-10,58500,0.528,1530.4,337
1500,-10,59000,0.529,1537.2,338
1500,-10,59500,0.53,1544.2,338
1500,-10,60000,0.531,1551.1,339
1500,-10,60500,0.532,1558.2,340
1500,-10,61000,0.533,1564.8,341
1500,-10,61500,0.534,1571.3,341
1500,-10,62000,0.535,1578,342
1500,-10,62500,0.536,1584.6,342
1500,-10,63000,0.537,1591.3,343
1500,-10,63500,0.538,1598.1,344
1500,-10,64000,0.539,1604.8,344
1500,-10,64500,0.54,1611.6,345
1500,-10,65000,0.541,1618.5,346
1500,-10,65500,0.542,1625.3,346
1500,-10,66000,0.543,1632.2,347
1500,-10,66500,0.544,1639.1,348
1500,-10,67000,0.545,1646.1,348
1500,-10,67500,0.546,1653.1,349
1500,-10,68000,0.547,1660,349
1500,-10,68500,0.548,1667.1,350
1500,-10,69000,0.549,1674.1,351
1500,-10,69500,0.55,1681.1,351
1500,-10,70000,0.551,1688.2,352
1500,-10,70500,0.552,1695.3,353
1500,-10,71000,0.553,1702.4,353
1500,-10,71500,0.554,1709.5,354
1500,-10,72000,0.555,1716.7,355
1500,-10,72500,0.556,1723.9,355
1500,-10,73000,0.557,1731.1,356
1500,-10,73500,0.558,1738.3,356
1500,-10,74000,0.559,1745.5,357
1500,-10,74500,0.559,1747.7,357
