600,-10,55000,0.413,1188.3,267
600,-10,55500,0.415,1196.7,268
600,-10,56000,0.417,1205,269
600,-10,56500,0.418,1213.4,270
600,-10,57000,0.42,1221.8,271
600,-10,57500,0.422,1230.2,272
600,-10,58000,0.423,1238.7,273
600,-10,58500,0.425,1247.1,274
600,-10,59000,0.427,1255.6,275
600,-10,59500,0.428,1264.1,276
600,-10,60000,0.43,1272.6,277
600,-10,60500,0.432,1281.1,279
600,-10,61000,0.433,1289.7,280
600,-10,61500,0.435,1298.3,281
600,-10,62000,0.436,1306.9,282
600,-10,62500,0.438,1315.5,283
600,-10,63000,0.44,1324.2,284
600,-10,63500,0.441,1332.8,285
600,-10,64000,0.443,1341.3,286
600,-10,64500,0.444,1349.8,287
600,-10,65000,0.446,1358.4,288
600,-10,65500,0.447,1367,289
600,-10,66000,0.449,1375.6,290
600,-10,66500,0.451,1384.2,291
600,-10,67000,0.452,1392.9,292
600,-10,67500,0.454,1401.5,293
600,-10,68000,0.455,1410.2,294
600,-10,68500,0.457,1418.9,295
600,-10,69000,0.458,1427.6,296
600,-10,69500,0.46,1436.3,297
600,-10,70000,0.461,1445,298
600,-10,70500,0.463,1453.6,299
600,-10,71000,0.464,1462.3,300
600,-10,71500,0.466,1471,300
600,-10,72000,0.467,1479.7,301
600,-10,72500,0.469,1488.3,302
600,-10,73000,0.47,1497,303
600,-10,73500,0.472,1505.7,304
600,-10,74000,0.473,1514.3,305
600,-10,74500,0.474,1523,306
600,-10,75000,0.476,1531.6,307
600,0,55000,0.413,1218.3,271
600,0,55500,0.415,1226.9,273
600,0,56000,0.417,1235.5,274
600,0,56500,0.418,1244.1,275
600,0,57000,0.42,1252.8,276
600,0,57500,0.422,1261.4,277
600,0,58000,0.423,1270.1,278
600,0,58500,0.425,1278.8,279
600,0,59000,0.427,1287.5,280
600,0,59500,0.428,1296.2,281
600,0,60000,0.43,1305,282
600,0,60500,0.432,1313.7,284
600,0,61000,0.433,1322.5,285
600,0,61500,0.435,1331.4,286
600,0,62000,0.436,1340.2,287
600,0,62500,0.438,1349.1,288
600,0,63000,0.44,1358,289
600,0,63500,0.441,1366.8,290
600,0,64000,0.443,1375.6,291
600,0,64500,0.444,1384.3,292
600,0,65000,0.446,1393.1,293
600,0,65500,0.447,1402,294
600,0,66000,0.449,1410.8,295
600,0,66500,0.451,1419.7,296
600,0,67000,0.452,1428.5,297
600,0,67500,0.454,1437.4,298
600,0,68000,0.455,1446.3,299
600,0,68500,0.457,1455.2,300
600,0,69000,0.458,1464.1,301
600,0,69500,0.46,1473,302
600,0,70000,0.461,1481.9,303
600,0,70500,0.463,1490.8,304
600,0,71000,0.464,1499.7,305
600,0,71500,0.466,1508.6,306
600,0,72000,0.467,1517.5,307
600,0,72500,0.469,1526.4,308
600,0,73000,0.47,1535.3,309
600,0,73500,0.472,1544.2,310
600,0,74000,0.473,1553.1,311
600,0,74500,0.474,1561.9,312
600,0,75000,0.476,1570.8,313
600,10,55000,0.413,1248,276
600,10,55500,0.415,1256.8,277
600,10,56000,0.417,1265.7,278
600,10,56500,0.418,1274.5,280
600,10,57000,0.42,1283.4,281
600,10,57500,0.422,1292.2,282
600,10,58000,0.423,1301.1,283
600,10,58500,0.425,1310.1,284
600,10,59000,0.427,1319,285
600,10,59500,0.428,1328,286
600,10,60000,0.43,1337,287
600,10,60500,0.432,1346,289
600,10,61000,0.433,1355,290
600,10,61500,0.435,1364.1,291
600,10,62000,0.436,1373.1,292
600,10,62500,0.438,1382.2,293
600,10,63000,0.44,1391.4,294
600,10,63500,0.441,1400.4,295
600,10,64000,0.443,1409.4,296
600,10,64500,0.444,1418.4,297
600,10,65000,0.446,1427.5,298
600,10,65500,0.447,1436.5,299
600,10,66000,0.449,1445.6,300
600,10,66500,0.451,1454.7,301
600,10,67000,0.452,1463.8,302
600,10,67500,0.454,1472.9,303
600,10,68000,0.455,1482,304
600,10,68500,0.457,1491.1,305
600,10,69000,0.458,1500.2,306
600,10,69500,0.46,1509.4,307
600,10,70000,0.461,1518.5,308
600,10,70500,0.463,1527.6,309
600,10,71000,0.464,1536.7,310
600,10,71500,0.466,1545.8,311
600,10,72000,0.467,1555,312
600,10,72500,0.469,1564.1,313
600,10,73000,0.47,1573.2,314
600,10,73500,0.472,1582.3,315
600,10,74000,0.473,1591.4,316
600,10,74500,0.474,1600.5,317
600,10,75000,0.476,1609.5,318
600,15,55000,0.413,1262.7,279
600,15,55500,0.415,1271.7,280
600,15,56000,0.417,1280.6,281
600,15,56500,0.418,1289.6,282
600,15,57000,0.42,1298.5,283
600,15,57500,0.422,1307.5,284
600,15,58000,0.423,1316.5,285
600,15,58500,0.425,1325.6,286
600,15,59000,0.427,1334.6,288
600,15,59500,0.428,1343.7,289
600,15,60000,0.43,1352.8,290
600,15,60500,0.432,1362,291
600,15,61000,0.433,1371.1,292
600,15,61500,0.435,1380.3,293
600,15,62000,0.436,1389.5,294
600,15,62500,0.438,1398.7,295
600,15,63000,0.44,1407.9,296
600,15,63500,0.441,1417.1,297
600,15,64000,0.443,1426.2,299
600,15,64500,0.444,1435.3,300
600,15,65000,0.446,1444.5,301
600,15,65500,0.447,1453.6,302
600,15,66000,0.449,1462.8,303
600,15,66500,0.451,1472,304
600,15,67000,0.452,1481.2,305
600,15,67500,0.454,1490.4,306
600,15,68000,0.455,1499.7,307
600,15,68500,0.457,1508.9,308
600,15,69000,0.458,1518.1,309
600,15,69500,0.46,1527.4,310
600,15,70000,0.461,1536.6,311
600,15,70500,0.463,1545.8,312
600,15,71000,0.464,1555.1,313
600,15,71500,0.466,1564.3,314
600,15,72000,0.467,1573.5,315
600,15,72500,0.469,1582.7,316
600,15,73000,0.47,1591.9,317
600,15,73500,0.472,1601.1,318
600,15,74000,0.473,1610.3,319
600,15,74500,0.474,1619.5,320
600,15,75000,0.476,1628.7,321
600,20,55000,0.413,1277.4,281
600,20,55500,0.415,1286.4,282
600,20,56000,0.417,1295.5,283
600,20,56500,0.418,1304.5,284
