600,-10,55000,0.532,1704.2,343
600,-10,55500,0.532,1704.9,343
600,-10,56000,0.532,1705.6,343
600,-10,56500,0.532,1706.4,343
600,-10,57000,0.532,1707.2,343
600,-10,57500,0.532,1708.1,343
600,-10,58000,0.532,1709.1,343
600,-10,58500,0.532,1710.2,343
600,-10,59000,0.532,1711.3,343
600,-10,59500,0.532,1712.5,343
600,-10,60000,0.532,1713.8,343
600,-10,60500,0.532,1715.1,343
600,-10,61000,0.532,1716.6,343
600,-10,61500,0.532,1718.1,343
600,-10,62000,0.532,1719.6,343
600,-10,62500,0.532,1721.3,343
600,-10,63000,0.532,1722.9,343
600,-10,63500,0.532,1724.6,343
600,-10,64000,0.532,1726.4,343
600,-10,64500,0.532,1728.1,343
600,-10,65000,0.532,1729.9,343
600,-10,65500,0.532,1731.6,343
600,-10,66000,0.532,1733.5,343
600,-10,66500,0.532,1735.3,343
600,-10,67000,0.532,1737.2,343
600,-10,67500,0.532,1739.2,343
600,-10,68000,0.532,1741.1,343
600,-10,68500,0.532,1743.1,343
600,-10,69000,0.532,1745.2,343
600,-10,69500,0.532,1747.2,343
600,-10,70000,0.532,1749.2,343
600,-10,70500,0.532,1751.3,343
600,-10,71000,0.532,1753.4,343
600,-10,71500,0.532,1755.4,343
600,-10,72000,0.532,1757.4,343
600,-10,72500,0.532,1759.5,343
600,-10,73000,0.532,1761.5,343
600,-10,73500,0.532,1763.6,343
600,-10,74000,0.532,1765.6,343
600,-10,74500,0.532,1767.8,343
600,-10,75000,0.532,1769.9,343
600,0,55000,0.532,1748.9,349
600,0,55500,0.532,1749.6,349
600,0,56000,0.532,1750.4,349
600,0,56500,0.532,1751.2,349
600,0,57000,0.532,1752,349
600,0,57500,0.532,1753,349
600,0,58000,0.532,1754,349
600,0,58500,0.532,1755,349
600,0,59000,0.532,1756.2,349
600,0,59500,0.532,1757.4,349
600,0,60000,0.532,1758.7,349
600,0,60500,0.532,1760.1,349
600,0,61000,0.532,1761.6,349
600,0,61500,0.532,1763.1,349
600,0,62000,0.532,1764.8,349
600,0,62500,0.532,1766.4,349
600,0,63000,0.532,1768.1,349
600,0,63500,0.532,1769.9,349
600,0,64000,0.532,1771.6,349
600,0,64500,0.532,1773.4,349
600,0,65000,0.532,1775.2,349
600,0,65500,0.532,1777.1,349
600,0,66000,0.532,1778.9,349
600,0,66500,0.532,1780.8,349
600,0,67000,0.532,1782.8,349
600,0,67500,0.532,1784.8,349
600,0,68000,0.532,1786.8,349
600,0,68500,0.532,1788.9,349
600,0,69000,0.532,1790.9,349
600,0,69500,0.532,1793,349
600,0,70000,0.532,1795.1,349
600,0,70500,0.532,1797.3,349
600,0,71000,0.532,1799.4,349
600,0,71500,0.532,1801.5,349
600,0,72000,0.532,1803.6,349
600,0,72500,0.532,1805.7,349
600,0,73000,0.532,1807.7,349
600,0,73500,0.532,1809.9,349
600,0,74000,0.532,1812,349
600,0,74500,0.532,1814.1,349
600,0,75000,0.532,1816.3,349
600,10,55000,0.532,1793.1,355
600,10,55500,0.532,1793.9,355
600,10,56000,0.532,1794.6,355
600,10,56500,0.532,1795.5,355
600,10,57000,0.532,1796.4,355
600,10,57500,0.532,1797.3,355
600,10,58000,0.532,1798.3,355
600,10,58500,0.532,1799.4,355
600,10,59000,0.532,1800.6,355
600,10,59500,0.532,1801.8,355
600,10,60000,0.532,1803.2,355
600,10,60500,0.532,1804.6,355
600,10,61000,0.532,1806.2,355
600,10,61500,0.532,1807.7,355
600,10,62000,0.532,1809.4,355
600,10,62500,0.532,1811.1,355
600,10,63000,0.532,1812.8,355
600,10,63500,0.532,1814.6,355
600,10,64000,0.532,1816.4,355
600,10,64500,0.532,1818.3,355
600,10,65000,0.532,1820.1,355
600,10,65500,0.532,1822,355
600,10,66000,0.532,1823.9,355
600,10,66500,0.532,1825.9,355
600,10,67000,0.532,1827.9,355
600,10,67500,0.532,1829.9,355
600,10,68000,0.532,1832,355
600,10,68500,0.532,1834.1,355
600,10,69000,0.532,1836.2,355
600,10,69500,0.532,1838.4,355
600,10,70000,0.532,1840.6,355
600,10,70500,0.532,1842.7,355
600,10,71000,0.532,1844.9,355
600,10,71500,0.532,1847,355
600,10,72000,0.532,1849.2,355
600,10,72500,0.532,1851.3,355
600,10,73000,0.532,1853.5,355
600,10,73500,0.532,1855.6,355
600,10,74000,0.532,1857.8,355
600,10,74500,0.532,1860,355
600,10,75000,0.532,1862.3,355
600,15,55000,0.532,1815.1,358
600,15,55500,0.532,1815.8,358
600,15,56000,0.532,1816.6,358
600,15,56500,0.532,1817.4,358
600,15,57000,0.532,1818.3,358
600,15,57500,0.532,1819.3,358
600,15,58000,0.532,1820.3,358
600,15,58500,0.532,1821.4,358
600,15,59000,0.532,1822.6,358
600,15,59500,0.532,1823.9,358
600,15,60000,0.532,1825.3,358
600,15,60500,0.532,1826.7,358
600,15,61000,0.532,1828.3,358
600,15,61500,0.532,1829.9,358
600,15,62000,0.532,1831.5,358
600,15,62500,0.532,1833.3,358
600,15,63000,0.532,1835,358
600,15,63500,0.532,1836.8,358
600,15,64000,0.532,1838.7,358
600,15,64500,0.532,1840.5,358
600,15,65000,0.532,1842.4,358
600,15,65500,0.532,1844.3,358
600,15,66000,0.532,1846.2,358
600,15,66500,0.532,1848.2,358
600,15,67000,0.532,1850.3,358
600,15,67500,0.532,1852.3,358
600,15,68000,0.532,1854.4,358
600,15,68500,0.532,1856.6,358
600,15,69000,0.532,1858.7,358
600,15,69500,0.532,1860.9,358
600,15,70000,0.532,1863.1,358
600,15,70500,0.532,1865.3,358
600,15,71000,0.532,1867.5,358
600,15,71500,0.532,1869.7,358
600,15,72000,0.532,1871.8,358
600,15,72500,0.532,1874,358
600,15,73000,0.532,1876.2,358
600,15,73500,0.532,1878.4,358
600,15,74000,0.532,1880.6,358
600,15,74500,0.532,1882.8,358
600,15,75000,0.532,1885.1,358
600,20,55000,0.532,1836.9,361
600,20,55500,0.532,1837.7,361
600,20,56000,0.532,1838.5,361
600,20,56500,0.532,1839.3,361
600,20,57000,0.532,1840.2,361
600,20,57500,0.532,1841.2,361
600,20,58000,0.532,1842.2,361
600,20,58500,0.532,1843.3,361
600,20,59000,0.532,1844.5,361
600,20,59500,0.532,1845.8,361
600,20,60000,0.532,1847.2,361
600,20,60500,0.532,1848.7,361
600,20,61000,0.532,1850.2,361
600,20,61500,0.532,1851.9,361
600,20,62000,0.532,1853.6,361
600,20,62500,0.532,1855.3,361
600,20,63000,0.532,1857.1,361
600,20,63500,0.532,1858.9,361
600,20,64000,0.532,1860.8,361
600,20,64500,0.532,1862.7,361
600,20,65000,0.532,1864.6,361
600,20,65500,0.532,1866.5,361
600,20,66000,0.532,1868.5,361
600,20,66500,0.532,1870.5,361
